gene,T,R
SSH3,1.082084701,-0.17568751
MTRR,0.7208705790000001,0.3491075629999999
GPATCH8,1.050466047,-0.176665446
PRSS55,0.634281875,0.09212383
LY6D,1.081470183,0.105955072
ZYG11B,0.426262402,0.03899293
SETMAR,0.5519228429999999,0.064334208
TIPARP,0.435884082,0.316333284
CD300LD,0.957890149,0.2049739639999999
ZYG11A,0.549359432,0.140635308
ANKRD12,0.4192990479999999,0.274810121
LRRN1,0.953993849,-0.02156588
CD300A,0.678213147,0.417961746
YTHDC2,0.316322423,0.1115511999999999
CACNA1A,0.842261354,-0.383229326
TMEM109,0.928033979,-0.28713502
GALP,0.56019513,0.130108631
BMP2K,0.543537851,0.384340396
ITGA2B,0.761871402,0.236734775
XPOT,0.355377719,0.070635081
PBX2,0.995555125,-0.291052618
TDG,0.662388811,0.251288327
DBN1,1.1338459,0.136209095
GPR142,0.8504546709999999,-0.064855459
RNPS1,1.148062176,0.04685339
PPP1R1C,0.822738892,0.110076571
SEMA3F,1.171865986,0.070186974
FAM171A2,0.8628313590000001,-0.257020523
PRR7,1.056824782,-0.105519325
FRAS1,0.8261074359999999,-0.2548255439999999
NLRP4,0.973268279,0.087009914
DNAI2,0.651858457,-0.462870211
GNS,0.778688997,0.2271294439999999
GRN,1.040803659,0.18854624
TTYH2,1.09655188,0.0613286009999999
TMX4,0.249156089,0.074830862
CNOT6L,0.293284537,-0.060303247
MRPS10,0.3860783439999999,0.263239499
DGKH,0.636086016,0.233024826
PABPC5,0.745675977,-0.108506752
NOSTRIN,0.518565215,0.253384955
MFRP,0.854016135,-0.091693648
C1QTNF5,0.854016135,-0.091693648
NAGK,0.813356031,0.248316576
SIRT6,1.142525389,-0.103925676
MAST4,0.954949645,-0.144372862
PCDH11X,0.7235618979999999,0.047389554
TMUB2,1.087877843,-0.1497218
TLE6,0.878146387,-0.340671864
MAP4K5,0.296348402,0.13718479
GLIS1,0.721690901,-0.162213308
DUSP5,0.978794177,0.251048165
ASB16,0.7662048990000001,-0.100238496
TLE2,0.851519977,-0.41137429
C17orf53,0.8795169509999999,0.0621904659999999
VAX2,1.038566196,0.1230471869999999
B3GALT1,0.415337772,0.068859112
GNA11,1.082624931,-0.181821662
CD207,0.7158951990000001,0.249959348
DIO1,0.698440693,-0.154265456
GPSM3,1.186278087,-0.017487995
RAB24,0.570202289,0.278174995
GNA15,0.8961298940000001,0.041611643
G6PC3,1.090454965,-0.185041501
CCDC122,0.7241159309999999,0.287107252
CPNE7,0.667164214,-0.137128228
ZNF2,0.608508731,-0.023566101
SOS2,0.452837624,-0.132679841
NAV2,0.340840806,-0.10795629
SCN7A,0.340840806,-0.10795629
CELF5,0.968425764,-0.154991902
CPSF7,0.956107123,-0.166582436
NRIP3,0.6560748989999999,0.505235842
NUP54,0.469220433,0.347245645
NXNL1,0.630940725,0.029287507
TET3,0.997553755,-0.252527878
GNAT1,0.886646708,0.4028750789999999
LARP6,0.920952347,0.200687483
ART3,0.334605976,0.0722277259999999
PLVAP,1.105985575,-0.16139189
TTC21B,0.4114129689999999,-0.115560001
TMEM127,1.119281587,-0.133414645
ACOT11,0.934999094,-0.242563506
CXCL10,0.779668028,0.455430012
ANO8,0.8532048000000001,-0.163397245
ANKRD27,0.887474568,-0.037803604
MYL12B,0.7684417179999999,-0.383421227
FAM151A,0.7226714740000001,-0.1702641
GIPC3,0.986623419,-0.016229317
NUDT19,0.3737054039999999,0.184946105
MRPL34,0.866067285,-0.1099309919999999
TBXA2R,0.96426186,-0.279693117
LRR1,0.4549917189999999,0.231941447
SNCB,0.8335021890000001,-0.159180937
RPS29,0.768351378,0.323533497
COG3,0.328618472,0.209107626
FILIP1,0.7983067620000001,-0.129080893
PIP5K1C,1.194838032,-0.063943843
COBLL1,0.58257629,-0.3995052979999999
NCAPH,0.4195670689999999,0.09870809
SIDT2,1.102582023,0.057394337
PYGO1,0.625533366,-0.455212641
USHBP1,1.010593582,-0.16666079
MDGA2,0.777752908,0.1761001569999999
TJP3,0.8284235640000001,-0.394860051
CDHR2,0.905906296,0.036838121
TTC22,0.759506731,0.249010029
LY6G6F,1.092367307,0.064540931
DHCR24,0.895149498,-0.144172313
RNF44,1.116894111,-0.1752615069999999
RTKN,0.902889029,-0.369019067
DHX8,0.610236143,0.295550291
MRPL54,1.037718403,-0.039474349
ARL4D,1.009323795,0.087227844
SYNRG,0.69776822,-0.419900965
TMEM106A,1.000732497,0.1978254189999999
ZFR2,0.948518198,-0.272303286
COG7,1.03758131,-0.177143373
CEBPA,0.99097098,-0.26989389
ATCAY,0.587225312,-0.154489538
LBX2,1.117292771,-0.1009624809999999
DAPK3,0.889191324,0.317212224
PARM1,0.8407237009999999,-0.2282652839999999
HRH2,0.881522447,0.322835965
OTOA,0.69339108,0.322776009
VAT1,1.201539135,-0.007822538
SLC18A1,1.201539135,-0.007822538
EEF2,1.085625001,-0.029079342
HTR2A,0.6216380770000001,0.460727727
DPP4,0.520039031,-0.3011501669999999
IGSF6,0.56102726,0.41816424
RUNDC1,0.907498948,0.009090989
ZBTB7A,1.023818424,-0.186852755
EPGN,0.597307367,0.22220931
BAZ1A,0.348740786,0.2349851389999999
NCAPD3,0.351974301,-0.069595804
MAP2K2,1.144525822,-0.089503215
C8A,0.958891928,-0.00499706
NEK11,0.37284501,-0.259739222
TBR1,0.606887236,0.373899285
CREB3L3,0.82728863,0.035200341
CCL5,0.98602416,0.171270978
ZC3H12B,0.399326286,-0.142814533
KRI1,0.6758793120000001,0.421518493
ANAPC13,0.700858361,0.100120098
RRP12,0.888029187,0.326066085
DHX57,0.530608799,-0.2728866769999999
ZC4H2,0.446495195,-0.161848144
EEF2K,0.972391856,-0.176991974
XKR6,0.7659558000000001,0.0920986219999999
OMA1,0.563357325,-0.0654685909999999
MTMR9,0.709189868,0.113616921
C17orf50,0.8217761379999999,-0.128329812
BECN1,0.5199382539999999,0.246161386
SECISBP2L,0.333411956,-0.053166433
FAM167A,0.563669379,-0.184832353
EGLN3,0.801285768,0.2586530139999999
DCBLD2,0.565164004,-0.399326392
SHC4,0.514919995,0.176338218
WNK4,0.751812745,-0.414069017
NEIL2,0.691114303,-0.262605868
WDR78,0.4077554379999999,-0.294264092
ARHGAP5,0.2461033319999999,0.079304734
SECISBP2,0.8172634040000001,0.208678716
NUBPL,0.382121685,0.0896060769999999
GPR33,0.6428498810000001,-0.257546095
EIF2S3,0.599929829,0.414429331
ELMOD2,0.3582984729999999,0.209152032
AP2B1,0.433711807,0.022660679
MITF,0.304320685,0.08682946
INTS6,0.329237523,0.218156888
ZC3H12C,0.466109981,0.317081632
KCNE3,0.595280255,-0.020898746
TANC1,0.7745758979999999,-0.069697635
C9orf85,0.298901998,0.117084367
PLEKHH3,1.022889639,-0.203855491
NLRP2,0.617244073,0.0843004219999999
HEATR5A,0.716618124,-0.05945957
SLC24A5,0.468857546,-0.088817208
FAM124A,1.126277277,0.041641943
UBD,0.556734938,0.33680493
NKX6-1,0.755086479,0.028337545
ANO4,0.565384063,0.060096206
TUBG1,1.141484881,-0.059988394
ARL6IP5,0.652032037,0.4339634879999999
CHRNB4,1.037008709,0.106992808
LARS2,0.450799156,0.107606973
EPN1,1.115055563,-0.12764628
SLFN13,0.6705210620000001,0.245151163
XRRA1,0.691793797,-0.295100995
LEPROT,0.39622044,0.179159065
LSM7,0.819023053,0.316530545
RIMS4,0.60879366,-0.186119167
SPCS2,0.309941056,0.166347291
CCDC106,0.884025287,-0.065582634
PDK3,0.378377357,0.245551987
TRIM13,0.308831347,0.112683914
SCAI,0.60747236,0.2306932689999999
LCAT,1.121788068,0.10859555
KCNK15,0.934221447,0.2931382999999999
NEU3,0.355820071,-0.066067483
OAZ1,0.89923357,-0.170377245
PCYT1B,0.377680694,-0.136038138
HECTD1,0.281770477,0.102022646
ABI3BP,0.781168297,-0.4638894839999999
AMH,0.837514405,0.067692442
HELQ,0.499188608,-0.073256616
PKIG,0.8759400509999999,0.050875555
IMPG2,0.563521657,-0.01775765
HPSE,0.63458929,0.4221573289999999
TPBG,0.947721593,0.06777359
RAVER2,0.720269701,-0.41812286
PLEKHJ1,1.058713761,-0.092353124
ADRB1,1.013234202,-0.24997501
VPS13C,0.431919787,0.040335139
NAT14,0.976312253,-0.263766124
G2E3,0.286427899,0.1479689669999999
WDR38,0.488570113,-0.316124051
SGCG,0.565213502,0.14314797
COPS4,0.662284895,0.488683335
KLHL35,0.712399277,0.058577914
ROR1,0.6577008129999999,0.2661204219999999
LIN54,0.485295862,0.134810721
GNPTAB,0.362874104,0.099556689
GDPD5,1.135980656,-0.111473793
SEC31A,0.990029206,0.0792118909999999
FBXO33,0.398141741,0.133578856
LZTS2,1.098112818,-0.143286449
NUP37,0.396297211,0.256198978
UVRAG,0.537506767,0.04360934
KCNH4,0.6360727429999999,-0.186474736
NFKBIZ,0.6964072729999999,0.501180252
PDZRN3,0.8183130759999999,0.454790399
RMI1,0.284121133,0.138586127
ADAT3,1.156912113,-0.071161247
C11orf24,1.144295843,0.079465155
CCL7,0.616791964,0.467745408
SHQ1,0.571297611,0.216216163
PCSK7,1.100318963,-0.0473101109999999
CCL2,0.732408462,0.45726692
BRSK1,1.071411129,-0.133027115
DENND1A,1.031691068,-0.0777347229999999
CRB2,0.979437503,0.042966778
KANK4,0.875144033,-0.351419031
TMEM98,0.910327361,-0.143207013
FAM170A,0.4915608,0.077105971
PTPRH,0.755776022,-0.011289879
SSTR1,0.956187429,0.089063514
ABCA17P,0.364025868,-0.175053731
RABGAP1,0.281066793,0.120831559
HAUS8,0.6942189120000001,0.217734116
MYO1D,0.981207165,-0.290317057
THYN1,0.491422522,0.3420528679999999
CCR3,0.5784874520000001,-0.069112193
FOXA1,0.7008328840000001,-0.43630131
FIGNL1,0.341438488,0.083623395
PRDM8,0.934457203,-0.207177585
TNNI3,0.707637924,-0.177006045
STAB2,0.947684979,-0.19472204
RCBTB1,0.371228451,0.1859396469999999
SLC25A21,0.830141551,0.179420681
GALM,0.5606966729999999,-0.362312294
TAB3,0.312534685,0.1552088419999999
MBD3,1.058313228,0.026745168
PLK5,0.6925765429999999,-0.136175091
TGFBI,0.771244004,0.4879191429999999
TSTD2,0.555053848,0.336360174
CDCP1,0.6084175070000001,-0.071723545
REEP6,0.864804371,-0.4062817279999999
COX18,0.910334955,0.354729762
SLC12A8,0.591246925,0.143034875
FBXL21P,0.522679042,0.025652469
NTNG2,1.0928823559999998,-0.082712437
TDRD7,0.489890755,0.360868502
GNPTG,1.068218719,-0.194876932
NPFFR2,0.734787289,-0.071170545
PRDM4,0.541617575,0.317618281
EIF1,0.887932865,-0.085093018
GC,0.8192661990000001,0.015867356
LENG8,0.8272964859999999,-0.352181045
CAPN5,1.133087967,-0.029334671
IGFBPL1,0.790240597,-0.0282340879999999
KRT17,0.8215431040000001,0.439663907
MPV17L2,0.979921334,-0.197142332
ALDH1B1,0.852610951,0.276079823
PCDH17,0.898479221,-0.077837961
ANKRD11,1.135135416,-0.054419857
DCAF10,0.394499137,0.248927587
UTP6,0.3954072389999999,0.26693496
L3MBTL1,0.53207618,-0.169472176
IQCG,0.332609061,-0.199639505
KCNH8,0.593879257,-0.189651399
GDPD4,0.782322175,0.067011597
TSEN34,1.149088641,-0.065934695
KRT33A,0.987618587,0.1365981809999999
CHRNA5,0.401543356,0.081818718
C19orf24,0.967864689,-0.012646485
MBOAT7,1.172931355,-0.064417166
PRPF39,0.306625436,0.18026708
KY,0.8111375820000001,-0.352841355
FRMPD1,0.8087484309999999,-0.120561989
RIC8B,0.265838718,-0.059137122
MIDN,1.203599191,-0.020824083
RSF1,0.346794157,0.145757519
CNOT3,1.124649637,-0.160643651
GRHPR,0.881337213,-0.145805673
MUC20,0.715907927,-0.362263603
ZCCHC7,0.297846642,0.055461751
LRFN5,0.7453075459999999,0.24100756
GTF3C4,0.447805605,0.178462975
ZSWIM4,1.177955073,0.047784608
SBNO2,1.089452994,0.175443233
NDUFA3,1.009237599,0.029094262
TNFSF9,0.85420122,0.40788143
KCNC2,0.6839321629999999,-0.203408868
MELK,0.605861168,0.012730948
THRSP,0.608418363,-0.407931528
ISG15,0.808959955,0.388336723
RNF38,0.904548764,-0.309613118
ALG8,0.725127546,0.032353734
DOK3,1.17377091,0.039616407
USP35,1.043159519,-0.085357928
ABCA7,1.153153578,-0.0850850059999999
PRKX,0.385754086,0.100715793
DAGLA,1.001916809,-0.2705935439999999
GRIN3B,0.917067927,0.09844475
WDR18,1.08117044,-0.06131231
BBS10,0.3502676,0.033023761
TMEM161B,0.344172954,0.221912622
FBXO45,0.462411355,0.2870436269999999
DYM,0.909869792,-0.18481418
XYLB,0.763367322,-0.2119706019999999
DYNC1LI2,0.378951217,0.0968028119999999
MRPS2,1.030573231,0.138433943
KISS1R,1.123459386,-0.15494343
KRT20,0.7433523679999999,0.387601855
CD99L2,0.641912547,-0.1855964169999999
UGT2A3,0.7346223140000001,-0.317703756
ACTA2,0.91720408,0.107759361
CMTM2,0.56019513,0.130108631
ZDHHC17,0.333518175,0.2169766169999999
TWIST1,0.548126868,0.122275104
MLC1,0.741081325,-0.336762815
UGT2B7,0.45757898,0.066826017
TK2,0.851027003,0.074937147
PIM3,1.090103059,0.0119750439999999
KRT25,0.880755993,0.165719999
POLR3G,0.670156195,0.4039392879999999
UGT2B17,0.662336245,0.063933413
LYSMD3,0.275173994,0.121704423
DDX11,0.528132023,0.033091233
ALG12,1.057601935,-0.071453847
IDS,0.499017545,-0.366525137
KRT222,0.486224173,0.018014323
YTHDC1,0.296922206,0.033105276
CDHR3,0.620910408,-0.489735425
PALM,1.180839404,-0.035958996
SYT1,0.90203512,0.088603803
PAWR,0.54055596,0.377693754
ZHX3,0.8572725659999999,-0.153323215
COX8A,1.113104747,-0.0391474329999999
RNF126,1.172990271,-0.059269584
CERK,0.8769108729999999,0.381495486
RNASE1,0.4601127989999999,-0.071393432
UBA6,0.2457705389999999,0.0946245269999999
GRAMD4,0.906335694,-0.2309246489999999
DENND5A,0.537843541,0.135269322
DCDC2,0.513963686,-0.339855307
CD276,0.8871641690000001,0.225973296
PTPRQ,0.581890941,0.287435187
BBS9,0.4023731029999999,-0.083567223
MYF6,0.786288125,-0.176406079
HLA-A,0.610039454,0.256104976
CHST4,1.0426000640000002,-0.010532179
OR6S1,0.598369315,-0.147240986
COG5,0.284335372,-0.004215233
PKNOX2,1.091957354,-0.060054367
IBTK,0.420976567,0.308998246
TTC38,0.818610273,-0.309184597
ACSS3,0.286708154,-0.050963802
FBXW2,0.388071614,0.197370063
ASCL3,1.051286835,0.122794254
DOCK4,0.68986481,-0.111269496
TDP2,0.3381952929999999,0.142028895
APEX1,0.681380476,0.334918928
TMEM59L,0.825445627,-0.295417192
RUSC2,0.974884506,-0.188008245
NME5,0.3619887879999999,-0.275138633
FNIP1,0.3071633039999999,0.131793935
TMTC2,0.710413799,-0.325114807
FAM122B,0.578105741,-0.257782862
PARP2,0.602796439,0.324558548
TMEM63B,1.020891921,-0.26361573
C11orf53,0.898739733,0.047546284
PRTG,0.651335388,-0.0534976479999999
ZFP57,0.642502684,0.068770568
ADAMTSL2,1.054162857,0.0362658879999999
KIAA0930,1.176811243,0.094793406
DNAJB5,1.079499094,-0.1169795459999999
FMNL2,0.463190895,0.355491114
SUGP2,0.868902387,-0.07304884
PTPN23,1.2032496190000002,-0.023673461
SMUG1,0.662844244,-0.034974378
SLC2A6,1.0800521159999998,0.1083060959999999
GALT,1.060008898,-0.035898143
SIGMAR1,1.014698054,0.028110146
SLC17A3,0.7530303759999999,-0.120720968
ZRANB3,0.567123284,0.143722169
SLAIN2,0.597951818,-0.157022317
HYAL3,0.85578282,-0.329509971
ARL5A,0.354697581,0.18524251
DGKB,0.59122883,-0.271820113
VEZT,0.387180476,0.0348324479999999
COLEC12,0.372013629,0.12853128
RAB3GAP1,0.511992665,0.105612924
ARHGAP8,1.126715471,0.072023139
PRR5,1.126715471,0.072023139
MBNL3,0.631526542,0.1268011319999999
LMO1,0.893407498,-0.015931964
METAP2,0.327493129,0.219692996
IL5,0.803175207,0.139928802
RFXANK,1.119021753,-0.1009396769999999
SLC9A3,0.8454165709999999,-0.277174842
FRMD7,0.446168646,-0.056061045
FAM110C,0.727239016,0.413011963
HOXC9,0.765092578,0.009776388
MEOX2,0.686286517,0.201081016
TM6SF2,0.834269513,-0.39063069
MGAT5,0.521202285,-0.152573378
PRICKLE1,0.815401712,-0.221369281
SURF6,0.6765128659999999,0.441637124
PPHLN1,0.357067252,0.061320618
CCDC38,0.5417571929999999,0.03260818
SOSTDC1,0.859041189,0.200493693
GATAD2A,1.030456367,0.096928338
HIST1H1C,0.760998946,-0.186660471
DIPK1B,0.855235455,-0.3398584429999999
ANKMY2,0.315786527,-0.001484832
RORB,0.507304829,0.081884641
SLC26A8,0.827860707,-0.0429128259999999
GXYLT1,0.335480774,0.145911583
ARHGAP36,0.8366138120000001,0.041171009
NDUFA13,0.824296465,0.036487162
RIF1,0.271352203,0.1000860819999999
SH3BP4,1.05264943,-0.2381222389999999
HIST1H1T,0.624649299,-0.040280585
ZNRD1ASP,0.520878147,-0.069441238
LEAP2,0.904311296,-0.0626655709999999
PDZRN4,0.744437975,0.087660678
SKA1,0.423488769,0.217204564
KCTD1,0.560407919,-0.37131925
AGR3,0.451598215,-0.3079494439999999
UBE2R2,0.923922712,0.073064333
GMIP,1.182831112,-0.017356926
RBM43,0.287775245,0.158336415
TRPM8,0.831615062,0.067435289
IGFBP7,0.795455389,-0.297596156
PNPLA8,0.243977903,0.050769037
FSTL4,0.935772528,-0.170089629
EDC4,1.152402115,-0.030868252
LRRK2,0.402275636,0.001076457
C5orf15,0.584397733,-0.244129323
MACROD1,1.10722782,-0.031718406
SNAPC4,1.092783531,-0.158384445
NAA30,0.26228313,0.1353117419999999
GRAMD1C,0.317458616,0.027377704
LRRN3,0.5513135720000001,-0.337876034
SLC2A13,0.312542767,-0.046694772
C18orf32,0.335292655,0.135888118
ZDHHC23,0.807455267,-0.297107255
LZTS1,0.813893623,-0.2702603839999999
SKP1,0.2940232869999999,0.160741889
ZNRD1,0.756793527,0.225481595
HLA-DRA,0.500416513,-0.120731313
SRP72,0.306291582,0.202110981
QSOX2,0.6884406190000001,0.144379849
KIDINS220,0.586850969,-0.089538853
IGSF10,0.687383933,-0.277903147
UBAC1,0.608987067,0.154621279
P2RY12,0.518625114,0.307760682
CSGALNACT1,0.488938374,0.355879715
P2RY13,0.756073537,0.385720491
SERBP1,0.4579140679999999,0.330643862
ABT1,0.863271328,0.283310379
KIAA1211,0.939036144,-0.279658434
P2RY14,0.663237975,0.461597794
GADD45A,0.7939923640000001,0.439550183
SEC24A,0.753481573,-0.041760128
GLB1L2,0.603873915,-0.3456636489999999
PPP1R11,0.702929244,0.243959003
GNG12,0.7081357770000001,0.410665642
CEP135,0.262451903,0.0609838159999999
KIAA0895,0.4447855979999999,-0.302955131
ARSI,1.074540395,0.14441222
PCDH8,0.795745134,0.14347816
TBCC,0.848345067,0.292032484
SIAH2,0.993481103,0.110808476
EXOC1,0.372468266,0.240568903
NPY1R,0.5665430610000001,-0.35894071
CALM2,0.328654485,0.213856463
THAP11,0.9001375140000001,-0.233801194
LUM,0.649369306,-0.196498893
HIF1AN,0.840047778,-0.059915392
ARHGAP26,0.957747815,-0.196244865
WTIP,0.916010272,-0.092854116
MEGF11,0.7052108090000001,0.254413506
TBC1D24,0.969563853,0.032831922
BTG1,0.592782216,0.4171762779999999
RNF39,1.046811203,-0.112194794
EEA1,0.364662604,0.250407512
FAM13B,0.3129342189999999,0.144085978
RNF13,0.241831219,0.050952227
PHPT1,0.8110031120000001,0.017352966
CDH8,0.726503958,-0.028798161
COMMD2,0.329920744,0.119771875
GREB1,0.689963126,-0.182687875
CARD11,1.126049341,0.075113797
PPFIBP2,0.69021545,-0.3924278229999999
SBF1,1.051424622,-0.176521458
CDC42EP3,0.7312074759999999,-0.442565456
SLC38A7,1.166334452,-0.007245158
RNF113A,0.499323616,0.021774455
ADAMTS2,1.037537738,0.2302511789999999
CNOT1,0.265558993,0.116792169
AKAP14,0.489890692,-0.364497325
SH3TC1,1.148447422,-0.084714065
IQCE,0.990366991,-0.279561999
LGI4,1.044623549,-0.024737756
PPP6R2,0.999495046,-0.142263414
NDRG4,1.047140573,0.036065557
TTYH3,1.164068988,-0.127304217
PML,1.072436675,-0.121503297
FXYD1,1.072436675,-0.121503297
UPF3B,0.290977432,0.116840606
FXYD7,1.092265589,-0.119141051
SPART,0.660626878,-0.035041674
FGF1,0.698132161,-0.450999727
GRIFIN,0.936600125,0.214582018
FUT7,0.8974569920000001,-0.142884183
ARHGAP21,0.400158809,-0.2366917939999999
HLA-DQA1,0.87875703,0.130088563
CPZ,0.833106096,0.218210041
CCDC113,0.301600997,-0.179316043
CHST12,1.159517589,-0.090997501
ALX1,0.640173411,0.198491803
PLXNB2,0.723336685,0.093221741
EEPD1,0.8939636940000001,0.09031189
RFXAP,0.511236011,0.293034313
KIAA1217,0.914638563,-0.3644668339999999
MGAT4B,1.159158944,0.007771457
ATP13A2,1.201166009,-0.005513354
ALG5,0.440244739,0.329786528
MAG,1.159476739,0.044211618
CLCN7,0.999622637,0.189088676
NUDT1,0.652707105,0.21770067
CCDC148,0.482157503,-0.222365468
TBC1D9B,1.07530103,-0.142951465
MAN1B1,0.7150123270000001,-0.165095129
TCTE3,0.54661129,0.019263173
COLEC11,0.789187468,0.1444987419999999
DENND3,1.006999012,0.0582078
CENPT,1.058215633,0.060675772
TMTC3,0.255560829,0.028607469
AAAS,1.09167437,-0.107917859
CC2D1A,1.176783934,-0.0609681609999999
TMEM184A,0.968199639,-0.325517979
NOP14,0.559656088,0.408008228
ZCCHC12,0.58126875,-0.1893734839999999
CAB39,0.290251714,0.113608831
CYLD,0.331244667,0.176078215
MICALL2,1.085775813,-0.07941191
ZSCAN12,0.275944688,0.134274883
RBM42,1.202338179,0.028247049
OSR1,0.4137235529999999,0.2249106839999999
OXSR1,0.4137235529999999,0.2249106839999999
PSMA8,0.474095694,0.155164514
OR2AG2,0.7843880790000001,0.147778571
TTLL7,0.31842231,-0.041531924
CUEDC2,1.14086216,0.042727535
COX6B1,1.026460387,0.01972135
DNAJC12,0.236481666,-0.03129673
DNER,0.666838273,-0.31271965
KIF15,0.329214238,0.179067778
WDR44,0.684726809,-0.321994975
DECR2,0.638746526,-0.2653661439999999
ANLN,0.430169825,0.249926552
RPS27L,0.4342629329999999,0.32062475
KLHL13,0.4695123479999999,-0.261360858
SLITRK2,0.557757839,0.194215009
FAM135B,0.616105207,0.172815186
NOXA1,0.768063515,-0.4099625229999999
DPP10,0.608781681,-0.179590125
SUN1,0.791035435,-0.2846112999999999
JMJD4,0.621502765,0.33377799
AMDHD2,1.108930533,0.077048151
TOPORS,0.285615618,0.147151127
SSX2IP,0.426892936,0.064305238
LPAR3,0.637876749,-0.482516975
PNPLA7,0.7520229820000001,0.394017788
PLCH1,0.292291413,-0.152619325
PSENEN,1.098767146,-0.1275684269999999
SIAH1,0.295146625,0.11443843
LIN37,1.115779499,-0.071003774
MRPL41,0.41117536,0.218405153
MCOLN3,0.468552585,-0.17884231
HSPB6,0.982126538,-0.141850803
GJD4,0.830294477,0.077672717
WNT4,0.993844096,0.069253048
PTCRA,0.839868682,0.021056226
MRPL55,0.805126461,0.1678570519999999
DCHS1,0.975669684,-0.2048998169999999
SYDE2,0.481946538,-0.274723677
SMAD6,0.926665509,-0.303739889
ABCC12,0.564559739,-0.352477429
C1orf52,0.484958155,0.094836313
DNA2,0.615283924,0.108051665
PHKB,0.26871684,-0.030761422
ACAA2,0.6695356170000001,0.132691734
ARHGAP33,1.026457438,-0.268761409
ARHGEF26,0.4805760229999999,-0.106274663
C1QA,1.081777329,0.104807813
GTDC1,0.3998916179999999,0.130332515
PRODH2,0.624315509,-0.1427634019999999
EHMT1,0.82422929,-0.315059374
RAP2B,0.59866509,0.42520013
C1QC,1.103386441,0.092344942
ZNF613,0.3387480879999999,0.04422465
TRPV5,0.359048537,-0.052823528
NETO2,0.369314737,0.056456742
FZD8,0.892281105,-0.3626922929999999
C1QB,0.970959618,0.218079269
C1QL2,0.689313712,-0.13357035
UNC93B1,1.0076583959999998,0.1464194909999999
PIWIL4,0.58986719,-0.134460046
TRIM67,0.629066779,-0.233372695
ZNF280C,0.302698731,0.172943929
TTC7A,1.036454634,-0.032773834
STOX1,0.327163395,-0.158902259
STAG3,0.8566874640000001,0.339138658
NFKBID,1.123318968,0.0194294419999999
AIFM1,0.335624253,0.144420175
C16orf87,0.316107476,0.172261338
PRSS3,0.931007788,0.039403837
KDM1A,0.3998639029999999,0.26093512
ELAC1,0.579345335,0.144541797
RAB8B,0.433769277,0.323058651
TMEM71,0.447067485,0.159597154
C7orf43,1.163258424,-0.062838911
SLC39A12,0.6752865379999999,-0.154745737
LRFN3,1.221421252,-0.021460337
CST11,0.7269651890000001,-0.057682214
BCORL1,0.901370482,-0.3484402729999999
WNT8B,0.673308293,-0.354947522
TRIM17,0.557410069,-0.300267252
SPRYD3,1.137426725,0.0122458869999999
CNPY4,0.553827039,0.354865081
TMEM177,0.897018056,-0.109287808
ANAPC10,0.328577863,0.136063743
TAF6,1.014108999,-0.25814821
TFB1M,0.285772553,0.020718738
ZDHHC9,0.942140335,-0.319620072
TRIM3,0.820304536,-0.324733458
OTUD4,0.57652412,0.372927529
NXT1,0.493309211,0.337639404
ASAP3,1.082606716,-0.010158225
ZNF717,0.345485451,-0.000484418
XPNPEP2,0.6942382509999999,0.357340449
ZNF3,0.828342593,-0.251758998
APLN,0.852268025,-0.31038636
HK1,0.585985103,0.215116478
SS18,0.8129016090000001,-0.373957522
SSTR4,0.931960473,-0.2286578689999999
TMEM185B,0.77927062,0.2299982189999999
FREM2,0.584629593,-0.343045289
ZSCAN21,0.559933995,-0.124081578
WDR62,1.122163895,-0.100202263
MMAA,0.629520105,-0.039011484
FOXA2,1.033557228,-0.24625973
ZNF146,0.353712815,0.18739355
TSPAN15,0.8031008609999999,-0.399838472
APBB1,0.8928922290000001,-0.376504592
PAX1,0.5011403289999999,-0.208903349
INHBB,0.7653842809999999,0.495122172
SMPD1,1.009094975,-0.255816158
AZGP1,0.610199091,-0.270776904
PAIP2,0.234400333,0.060829533
SH3GLB1,0.657071552,0.419826903
RNF139,0.352041837,0.2067942689999999
TRMT12,0.526753264,0.216038227
LRG1,1.130854054,-0.046631953
RAB11FIP3,0.96396175,-0.312094942
TTC29,0.591363039,-0.436536805
DCAF15,1.131644479,0.070516146
SOCS5,0.4751707579999999,0.301054495
FER1L6,0.668350647,-0.2571622839999999
ZCWPW1,0.510520772,0.265613773
RALGAPA2,0.465896253,0.024445954
SETD7,0.587915561,-0.287127666
SIK2,0.828250012,-0.353808656
TRIM58,0.756584987,0.322490324
PSD,1.066087308,0.080408881
TMPRSS13,0.7196063079999999,-0.189822674
AFF3,0.819127154,-0.097929431
MYOM3,0.593214082,-0.375430567
TAS2R4,0.658081915,-0.022785505
ARHGAP10,0.910343299,0.222741153
DDX1,0.370473452,0.251466094
LRRC20,1.11059379,-0.088929709
NDUFC1,0.299480985,0.042721079
IL22RA1,0.917760078,-0.073324251
WEE2,0.7772069079999999,0.001419482
PPP1R14A,1.140891901,0.014348328
MYCN,0.669674974,-0.106346618
NODAL,0.65358623,-0.0873655669999999
KIAA1147,0.430769154,-0.134326643
ELF2,0.639248954,0.079206609
KRT80,1.121749955,0.064349263
GRHL3,0.993474138,0.0368104229999999
CYB561D2,1.060274233,-0.113239516
PACRG,0.617782168,-0.4747516479999999
RBM17,0.8905917990000001,0.332307604
PRF1,0.750148046,0.014834577
ISLR,1.164160381,0.0004756
FAM193A,1.035124071,-0.20148336
